"x"
-0.999999960230207
-0.000116167365187347
-5.47390169527844e-05
-5.31103629928437e-05
-5.20631109319659e-05
-5.08132111752401e-05
-4.94112198682308e-05
-4.933841747113e-05
-4.61343508170427e-05
-4.54249079108801e-05
-4.03515237095334e-05
-3.18325059676804e-05
-3.04508801127458e-05
-3.0171195203013e-05
-2.82371212910779e-05
-2.79907966438785e-05
-2.64904046800604e-05
-2.6210578603388e-05
-2.61428729462892e-05
-2.5021174878699e-05
-2.44567876449411e-05
-2.43369463850661e-05
-2.39413266100114e-05
-2.30568546737881e-05
-2.25907689277496e-05
-2.16333897225834e-05
-2.14877484244039e-05
-2.04337723757611e-05
-1.99236072468209e-05
-1.89793221012781e-05
-1.87104416368696e-05
-1.8364473584479e-05
-1.80838194725129e-05
-1.74014577685985e-05
-1.72240126709847e-05
-1.6764965603851e-05
-1.61877467061052e-05
-1.61750925279486e-05
-1.54029023037461e-05
-1.52157522818138e-05
-1.52157204394282e-05
-1.49512146396105e-05
-1.48572273555568e-05
-1.47766453023756e-05
-1.46745499579783e-05
-1.42887587217173e-05
-1.42624385279645e-05
-1.33758102228005e-05
-1.29003143017438e-05
-1.26574260090579e-05
-1.24500244547637e-05
-1.19914068089652e-05
-1.14145835299071e-05
-1.11761305859769e-05
-1.06112566809001e-05
-9.62418457498646e-06
-9.12348836174837e-06
-8.70674533965832e-06
-8.67178799764962e-06
-8.66094225772569e-06
-8.50349122675326e-06
-8.4611724546102e-06
-7.71153585609218e-06
-7.50029432017807e-06
-7.40008184164487e-06
-7.2704966573191e-06
-7.24875955168532e-06
-7.24834683155977e-06
-7.09197816736022e-06
-6.95493808038045e-06
-6.55499117858764e-06
-6.46990380213921e-06
-6.35029742425347e-06
-6.28582989803838e-06
-5.84443804224272e-06
-5.83498425025299e-06
-5.38577478126356e-06
-5.21368284349337e-06
-4.82887204345349e-06
-4.69597066810055e-06
-4.65210462501566e-06
-4.39975772241361e-06
-3.81155490766441e-06
-3.80284537211983e-06
-3.60839111087868e-06
-3.52604824355621e-06
-3.44906650440947e-06
-3.04363522992597e-06
-2.90792379057112e-06
-2.89163546231306e-06
-2.8436141971225e-06
-2.56609256563457e-06
-2.30978192141137e-06
-2.25208987900253e-06
-2.22323237891852e-06
-2.20850601812447e-06
-2.10238974204126e-06
-2.07602331371665e-06
-1.96582377487767e-06
-1.92257963614212e-06
-1.90981379395949e-06
-1.75218027193908e-06
-1.7053524373652e-06
-1.59644255267375e-06
-1.39674696752733e-06
-1.2690049112008e-06
-1.24549702755154e-06
-1.07536701711185e-06
-9.97933643188014e-07
-8.84740293901409e-07
-8.31932055988995e-07
-7.02933211470386e-07
-5.88670897852765e-07
-5.56902720346215e-07
-4.53333250648323e-07
-3.45819037835599e-07
-2.19959236770053e-07
-2.03659206732497e-07
-1.75513645744564e-07
-1.70790363183341e-07
4.04865099975202e-08
7.9862289518405e-08
1.12072553376358e-07
1.87289362792278e-07
2.62991897609028e-07
3.19972283116695e-07
3.23387176204219e-07
3.71086742592609e-07
4.78898012610187e-07
5.5806731488472e-07
5.8524782455167e-07
5.98598262314798e-07
6.7163144070985e-07
8.31727894352671e-07
9.00422729287565e-07
9.46348597559728e-07
9.64675359927996e-07
1.03786865739364e-06
1.11974402670451e-06
1.12258964638224e-06
1.15229075048341e-06
1.1644431361802e-06
1.20886242249791e-06
1.24407979171173e-06
1.33975606961803e-06
1.36128593927506e-06
1.36267834609955e-06
1.41090977051074e-06
1.49324273549342e-06
1.55644951228691e-06
1.6274191652533e-06
1.65968902233973e-06
1.69840334820748e-06
2.03750287580253e-06
2.04213364401202e-06
2.07140719253659e-06
2.12488727867484e-06
2.1595008681945e-06
2.22704903028005e-06
2.23493339405442e-06
2.25269860458809e-06
2.25293965374197e-06
2.29977109807278e-06
2.33645080287509e-06
2.3502808054131e-06
2.3659815290394e-06
2.41513046670556e-06
2.48474655231887e-06
2.73603451940133e-06
2.75230738298156e-06
2.7694002362314e-06
2.77185434876254e-06
2.85150804083694e-06
2.89693773977979e-06
2.92483767035754e-06
2.9385052344081e-06
3.11154682891166e-06
3.14331788665767e-06
3.28353099503225e-06
3.39305273961529e-06
3.40568899516241e-06
3.4442361946821e-06
3.46462605366509e-06
3.49456216867442e-06
3.6492226111066e-06
3.73008492931053e-06
3.82826712768128e-06
3.86749488330332e-06
3.9096825397355e-06
3.91994865113877e-06
4.04584281687045e-06
4.22785542209879e-06
4.27885758516131e-06
4.29420346951899e-06
4.39033081803596e-06
4.50091592092938e-06
4.62823987369415e-06
4.89815919091242e-06
5.06984731199255e-06
5.31991429897115e-06
5.53686891781155e-06
5.66816926068553e-06
5.68797762896423e-06
5.7563957647386e-06
6.01254727336775e-06
6.21712210918016e-06
6.24276753382221e-06
6.33729349005021e-06
6.49333648609735e-06
7.06852047654648e-06
7.19473365912502e-06
7.37744516513645e-06
7.56655911377313e-06
7.76360566016183e-06
7.90640520656423e-06
7.9688783007007e-06
8.0021939815828e-06
8.17208862401302e-06
8.19150963920719e-06
8.39259966485928e-06
8.58612062944965e-06
8.61413122102935e-06
8.8436761638087e-06
